LATITUDE,LONGITUDE,DATE,TOTALAL_KALINITY,ELECTRICAL_CONDUCTANCE,DISSOLVED_REACTIVE_PHOSPHORUS,PET,NIR,GREEN,SWIR16,SWIR22,NDMI,MNDWI
-25.68111100,31.78333300,18-01-2011,53.32200000,247.7000000,10.00000000,149.200000,13298.5,10809.0,10191.0,9261.0,0.1322931522595196,0.0294285714285712
-27.80277800,28.76833300,18-01-2011,41.89100000,116.9000000,23.00000000,159.100000,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631
-27.39861100,26.61472200,18-01-2011,133.31900000,323.7000000,139.00000000,191.900010,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
-31.10427800,29.39972200,18-01-2011,52.98400000,129.0000000,10.00000000,134.100000,,,,,,
-31.39600000,29.26510000,18-01-2011,35.74100000,89.2000000,10.00000000,134.500000,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.1418992257410929
-33.38056000,19.30167000,18-01-2011,32.96800000,174.3000000,41.00000000,194.300000,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419
-33.31388889,19.07472222,18-01-2011,30.25700000,208.2000000,23.00000000,205.900010,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025
-27.49555600,26.07472200,18-01-2011,176.00000000,458.0000000,91.00000000,194.200000,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816
-24.39619444,27.08983333,19-01-2011,120.00000000,508.0000000,142.00000000,169.200000,,,,,,
-26.97027800,27.21111100,19-01-2011,63.90000000,202.4000000,101.00000000,173.900010,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431
-26.88027800,26.96500000,19-01-2011,235.00000000,593.0000000,176.00000000,175.500000,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644
-27.27388900,28.49000000,19-01-2011,63.11400000,149.5000000,11.00000000,164.300000,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
-27.30000000,28.58694400,19-01-2011,59.09100000,150.3000000,16.00000000,163.400010,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089
-27.04444400,27.00500000,19-01-2011,83.50000000,225.2000000,102.00000000,178.700000,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807
-30.56833300,29.42277800,19-01-2011,40.90000000,109.3000000,12.00000000,137.700000,16880.0,9196.5,12987.5,10366.5,0.1303256047543312,-0.1708889289578066
-30.57083300,29.15055600,19-01-2011,40.72000000,90.6000000,10.00000000,138.900010,,,,,,
-34.03194400,22.05333300,19-01-2011,17.64000000,266.5000000,10.00000000,157.500000,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792
-33.13083000,18.86278000,19-01-2011,19.32300000,117.3000000,35.00000000,207.100000,15187.0,11456.5,14527.0,12799.0,0.0222117520360771,-0.1181711470741042
-33.70750000,18.97444444,19-01-2011,7.89100000,78.6000000,27.00000000,200.300000,14270.0,9913.0,13652.0,11469.5,0.0221330850225627,-0.1586675153829825
-25.57877778,29.12747222,19-01-2011,58.23200000,231.7000000,10.00000000,161.600000,13560.0,10076.0,16388.0,13014.0,-0.0944303459329501,-0.2385126964933485
-26.00638900,29.25388900,20-01-2011,77.09200000,367.0000000,14.00000000,152.000000,,,,,,
-27.02314000,28.59389000,20-01-2011,94.55700000,254.9000000,15.00000000,163.100000,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
-30.67972200,26.71250000,20-01-2011,73.86200000,158.9000000,10.00000000,180.900010,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475
-28.46083300,21.24888900,20-01-2011,85.70000000,259.1000000,29.00000000,244.700000,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
-30.77586667,29.03221667,20-01-2011,40.90000000,110.2000000,12.00000000,141.500000,,,,,,
-24.92527800,29.32444400,21-01-2011,85.63600000,381.0000000,59.00000000,162.400010,13185.0,9112.0,13904.5,11277.0,-0.0265601063142545,-0.2082201898637924
-28.46083300,21.24888900,21-01-2011,81.00000000,243.2000000,43.00000000,244.700000,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
-24.67916700,30.80250000,24-01-2011,24.95000000,99.6000000,10.00000000,143.300000,12245.0,9505.5,14908.5,13718.0,-0.0980904855727619,-0.2213074465470622
-25.99136000,27.84208000,24-01-2011,90.90000000,324.2000000,32.00000000,161.100000,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346
-25.49037000,30.69860000,24-01-2011,36.95700000,124.5000000,10.00000000,144.700000,10676.0,8325.0,8915.5,8274.0,0.0898603986422678,-0.034250746788086
-26.97027800,27.21111100,24-01-2011,76.24000000,287.3000000,96.00000000,173.900010,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431
-27.67111100,27.23694400,24-01-2011,47.18400000,142.9000000,129.00000000,182.900010,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852
-27.35666700,27.28638900,24-01-2011,87.25000000,208.7000000,123.00000000,182.400010,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826
-27.01011111,26.69808333,25-01-2011,77.00600000,299.3000000,125.00000000,183.500000,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309
-26.98472222,26.63227778,25-01-2011,153.00000000,410.0000000,158.00000000,181.400010,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067
-27.39861100,26.61472200,25-01-2011,60.70000000,162.1000000,138.00000000,191.900010,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
-33.81805600,19.69472200,25-01-2011,11.90100000,145.1000000,10.00000000,201.800000,,,,,,
-25.45963889,28.26430556,25-01-2011,144.13200000,560.0000000,82.00000000,164.500000,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
-33.89777800,20.01277800,25-01-2011,99.92600000,1368.0000000,56.00000000,196.100000,13871.0,9154.0,11520.0,9420.0,0.0925918632586346,-0.1144432620682978
-25.81048333,27.90955222,26-01-2011,110.00000000,652.0000000,10.00000000,164.100000,16870.5,9753.0,13408.0,10257.0,0.1143550704295123,-0.1578083847847668
-34.06583300,20.40416700,26-01-2011,68.81500000,758.0000000,10.00000000,179.300000,13535.0,8387.0,10165.0,8604.0,0.1421940928270036,-0.0958387235877528
-24.05888900,31.23722200,26-01-2011,70.92800000,306.4000000,15.00000000,154.600000,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645
-26.64805600,27.08944400,26-01-2011,243.00000000,556.0000000,12.00000000,170.900010,19310.5,9597.0,12954.5,9447.5,0.1969936463660307,-0.1488814491275518
-26.88027800,26.96500000,26-01-2011,217.00000000,535.0000000,176.00000000,175.500000,14265.0,9582.5,14182.0,11071.5,0.0029177066122965,-0.1935449935828644
-27.27388900,28.49000000,26-01-2011,56.86300000,140.9000000,29.00000000,164.300000,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
-27.04444400,27.00500000,26-01-2011,82.65100000,220.5000000,96.00000000,178.700000,17418.5,9908.0,13987.0,10115.0,0.1092643008390246,-0.1707051684452807
-34.09222200,21.29527800,26-01-2011,26.08800000,187.5000000,10.00000000,173.100000,14913.0,9525.0,13943.0,11317.0,0.0336151926808981,-0.1882563490710747
-27.02314000,28.59389000,27-01-2011,113.45900000,167.3000000,12.00000000,163.100000,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
-26.73806000,27.59194000,27-01-2011,63.35400000,199.9000000,56.00000000,168.100000,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348
-28.76083300,17.73027800,30-01-2011,84.62700000,230.7000000,33.00000000,257.500000,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225
-26.86111100,28.88472200,31-01-2011,82.13600000,182.3000000,109.00000000,161.000000,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211
-26.73806000,27.59194000,31-01-2011,56.12700000,318.5000000,30.00000000,168.100000,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348
-25.12777800,27.62888900,01-02-2011,128.96700000,377.0000000,163.00000000,169.300000,7814.0,5189.5,6664.0,5222.0,0.0794308606161066,-0.1243936390095741
-24.69514000,27.40906000,01-02-2011,125.27500000,491.0000000,158.00000000,172.900010,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377
-27.36361100,31.78333300,01-02-2011,69.45900000,186.9000000,10.00000000,154.400010,17894.5,9281.0,13078.0,9695.0,0.1555089192025178,-0.1698197593810091
-27.80277800,28.76833300,01-02-2011,43.42200000,116.9000000,13.00000000,159.100000,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631
-29.16027800,26.57333300,01-02-2011,110.41800000,255.6000000,86.00000000,190.100000,,,,,,
-34.32972200,18.99027800,01-02-2011,9.63900000,159.1000000,10.00000000,158.200000,10864.0,8959.0,12654.0,11808.5,-0.0761119142784247,-0.1709619210660243
-25.20639000,27.55800000,02-02-2011,120.44100000,549.0000000,59.00000000,170.000000,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489
-23.28100000,30.54305556,03-02-2011,179.56600000,377.0000000,10.00000000,154.400010,17210.0,11879.5,18270.5,15619.5,-0.0298896576992995,-0.211973466003316
-28.80127800,31.95538900,03-02-2011,267.05700000,1405.0000000,27.00000000,150.200000,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942
-27.00222000,28.76528000,03-02-2011,77.10600000,184.2000000,25.00000000,161.600000,13724.0,9691.0,13005.5,10754.5,0.0268804130268054,-0.1460357323816441
-27.02314000,28.59389000,03-02-2011,73.52100000,195.0000000,17.00000000,163.100000,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
-27.30000000,28.58694400,03-02-2011,79.32900000,175.8000000,18.00000000,163.400010,14954.0,9636.0,14753.0,11537.5,0.0067660820681993,-0.2098077001927089
-30.67972200,26.71250000,03-02-2011,110.60800000,213.2100000,10.00000000,180.900010,13400.0,10548.0,7764.0,7659.0,0.266301266301265,0.1520314547837475
-28.46083300,21.24888900,03-02-2011,83.81500000,282.2000000,61.00000000,244.700000,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
-28.46083300,21.24888900,04-02-2011,75.30300000,416.5000000,43.50000000,244.700000,14599.0,12046.5,12067.0,11038.5,0.0949523738093448,-0.000850146183673
-29.14055600,31.39194400,07-02-2011,52.32300000,410.0000000,11.00000000,143.500000,13930.0,11594.0,8610.0,8471.0,0.2360248447204958,0.1476935260344479
-25.99136000,27.84208000,07-02-2011,98.80000000,368.0000000,15.00000000,161.100000,18631.5,11771.5,16495.0,12815.0,0.0608230253512303,-0.1671059381246346
-24.05888900,31.23722200,07-02-2011,95.67700000,371.0000000,10.00000000,154.600000,14757.5,9468.5,13111.5,10821.0,0.0590620402597866,-0.1613374667847645
-26.73806000,27.59194000,07-02-2011,58.23800000,193.4000000,81.00000000,168.100000,9089.5,9167.0,7963.0,7740.0,0.066060694912769,0.0702860478692348
-30.86013889,29.07125000,07-02-2011,45.97800000,119.3000000,10.00000000,140.600000,14558.0,10724.5,11450.0,10000.5,0.1195016917871419,-0.0327177613925904
-27.35666700,27.28638900,07-02-2011,93.01200000,203.7000000,100.00000000,182.400010,16828.5,9502.5,12665.5,9643.0,0.1411473520037969,-0.1426831468783826
-28.05888900,30.37361100,07-02-2011,71.00000000,290.0000000,100.00000000,158.000000,14514.0,9326.0,12189.5,9706.0,0.087048514239706,-0.1330900978364428
-27.01011111,26.69808333,08-02-2011,101.72300000,207.1000000,15.00000000,183.500000,12433.5,10433.5,9579.5,8531.5,0.1296506609730608,0.0426722630290309
-27.16944400,29.23388900,08-02-2011,101.29400000,225.9000000,10.00000000,157.300000,6219.0,4774.0,5600.5,4803.0,0.052328778713143,-0.0796664899513221
-26.98472222,26.63227778,08-02-2011,206.52100000,612.0000000,158.00000000,181.400010,13683.0,10207.0,14011.5,11850.5,-0.0118615609597573,-0.1570906538390067
-27.39861100,26.61472200,08-02-2011,92.52700000,237.8000000,53.00000000,191.900010,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
-27.57305600,24.74638900,08-02-2011,113.18100000,304.7000000,10.00000000,208.400010,17012.5,9767.5,12108.0,9335.0,0.1684208718943693,-0.1069918401865095
-33.50166700,21.62416700,08-02-2011,178.54600000,896.0000000,24.00000000,189.100000,,,,,,
-32.50277800,19.53583300,08-02-2011,27.10400000,168.6000000,10.00000000,233.400010,17653.0,13104.0,19330.0,16984.0,-0.0453451585863774,-0.191959055312326
-25.45963889,28.26430556,08-02-2011,118.92000000,530.0000000,82.00000000,164.500000,13959.0,9926.0,15156.5,12552.5,-0.0411292953924884,-0.2085318449117902
-26.97027800,27.21111100,09-02-2011,68.54000000,209.0000000,90.00000000,173.900010,10218.0,11040.0,7946.5,7735.0,0.1250516116601056,0.1629315566323431
-27.27388900,28.49000000,09-02-2011,82.52100000,189.8000000,31.00000000,164.300000,12333.0,9060.0,9264.5,8181.0,0.1420766292394946,-0.0111599225081174
-28.69485000,28.23487000,09-02-2011,140.36700000,276.7000000,10.00000000,160.700000,14198.0,8931.0,11670.0,9620.0,0.0977269212927165,-0.1329547109363617
-28.88333300,27.89000000,09-02-2011,121.51300000,242.8000000,10.00000000,164.200000,14007.5,9248.0,12553.5,9979.0,0.0547419148375435,-0.1516180079352331
-27.02314000,28.59389000,10-02-2011,132.58000000,353.0000000,25.00000000,163.100000,11490.5,9969.5,10372.5,9135.0,0.0511366235191874,-0.0198112280011797
-30.67972200,26.71250000,10-02-2011,97.43300000,207.4000000,10.00000000,180.900010,11724.0,10468.0,7895.0,7622.0,0.1951679494367695,0.1401187169852413
-30.53416700,24.96194400,10-02-2011,60.94100000,152.6000000,10.00000000,205.000000,15132.5,10835.0,13586.0,11169.0,0.05385030555217,-0.11264894967446
-34.03194400,22.05333300,10-02-2011,12.53000000,263.7000000,10.00000000,157.500000,9058.0,7859.0,8310.0,7822.0,0.0430677107323811,-0.027892881439792
-34.03972200,22.13333300,10-02-2011,5.00000000,396.0000000,10.00000000,156.000000,13491.5,9266.0,13393.0,11250.5,0.0036638211608919,-0.182135133942362
-32.59583300,19.00944400,10-02-2011,10.52600000,84.8000000,10.00000000,218.500000,15218.5,10334.0,14735.0,12208.5,0.0161416862804012,-0.175555466911324
-28.80127800,31.95538900,11-02-2011,116.76200000,515.0000000,14.00000000,150.200000,16685.5,9427.0,12127.0,9348.0,0.1582125813449018,-0.1252667718288942
-29.65805600,25.97333300,11-02-2011,101.80400000,213.9000000,147.00000000,186.900010,14001.0,10765.0,12520.0,10583.0,0.0558425398740618,-0.0753704101352799
-28.06833300,31.55000000,11-02-2011,56.45300000,190.7000000,10.00000000,159.100000,16337.5,9854.5,14979.0,11663.0,0.043379688023885,-0.2063543197696651
-28.76083300,17.73027800,13-02-2011,77.58000000,217.0000000,35.00000000,257.500000,11190.0,11426.0,7687.5,7645.0,0.1855383392928079,0.1955947367044225
-29.77750000,29.47083300,14-02-2011,9.45000000,41.2000000,10.00000000,138.300000,16079.5,9355.0,12341.5,9665.5,0.1315224657823435,-0.1376489295508486
-29.98777800,29.85166700,14-02-2011,33.35800000,97.1000000,10.00000000,136.000000,19052.5,9616.0,14601.0,11173.5,0.1322745033948916,-0.2058471321798728
-29.74416700,29.90583300,14-02-2011,19.68200000,67.8000000,10.00000000,141.600000,15146.5,9829.5,12551.0,9830.5,0.0937088184854225,-0.1216013940707306
-26.86111100,28.88472200,14-02-2011,64.01300000,241.0000000,18.00000000,161.000000,17658.5,9550.0,13746.5,10574.0,0.1245661518866418,-0.1801343549460211
-26.45000000,28.08583300,14-02-2011,135.21000000,642.0000000,80.00000000,162.500000,15210.0,10720.0,17974.0,14201.0,-0.0832931533269042,-0.2528054645570494
-31.39600000,29.26510000,14-02-2011,21.15500000,69.9000000,10.00000000,134.500000,12488.0,11835.5,8894.0,8335.0,0.1680853053970621,0.1418992257410929
-25.20639000,27.55800000,15-02-2011,109.81200000,519.0000000,57.00000000,170.000000,14137.5,10466.5,10315.5,8536.0,0.1562998405103662,0.0072659031854489
-24.69514000,27.40906000,15-02-2011,130.31800000,527.0000000,112.00000000,172.900010,15543.0,10647.0,11919.5,9642.5,0.1319435593991802,-0.0563888950435377
-26.00638900,29.25388900,15-02-2011,98.18600000,572.0000000,10.00000000,152.000000,,,,,,
-27.80277800,28.76833300,15-02-2011,62.99800000,153.0000000,10.00000000,159.100000,12128.5,9803.5,9325.0,8486.0,0.1306779779523148,0.0250150299291631
-27.39861100,26.61472200,15-02-2011,110.05700000,283.9000000,63.00000000,191.900010,15515.5,10247.0,12823.0,10403.5,0.0950120860313704,-0.111660164716081
-27.67111100,27.23694400,15-02-2011,91.23600000,218.7000000,61.00000000,182.900010,14887.0,10943.0,13522.0,11403.0,0.0480481537540918,-0.1054159002656852
-29.16027800,26.57333300,15-02-2011,167.52700000,385.0000000,156.00000000,190.100000,,,,,,
-30.56833300,29.42277800,15-02-2011,49.85000000,122.0000000,14.00000000,137.700000,17023.0,9417.0,13069.5,10005.5,0.1313782503946161,-0.1624307918084176
-30.57083300,29.15055600,15-02-2011,37.25000000,99.8000000,10.00000000,138.900010,,,,,,
-33.38056000,19.30167000,15-02-2011,18.13200000,118.2000000,41.00000000,194.300000,15820.0,10665.5,16377.5,13975.0,-0.0173150089292646,-0.2112191694708419
-33.31388889,19.07472222,15-02-2011,28.82200000,177.4000000,22.00000000,205.900010,13162.5,9546.5,12786.0,10889.0,0.014509509220186,-0.1450576514049025
-27.49555600,26.07472200,15-02-2011,145.37900000,373.0000000,163.00000000,194.200000,17937.5,11044.5,18143.5,14152.5,-0.0057093761259388,-0.2432163902973816
-25.43611100,31.98222200,16-02-2011,74.36900000,226.2000000,10.00000000,148.900010,,,,,,
-24.39619444,27.08983333,16-02-2011,233.16200000,535.0000000,145.00000000,169.200000,,,,,,
-25.67386000,31.57527000,16-02-2011,36.36000000,117.2000000,22.00000000,154.800000,17360.5,9328.0,12598.5,9475.0,0.1589505657732229,-0.1491574122636985
-30.73388900,29.82833300,16-02-2011,27.45000000,84.6000000,10.00000000,132.400010,16068.0,9712.5,14358.0,11011.0,0.0562019325576807,-0.1929955754969768
